objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
fmt000084,Portals drawings,,1992-05-11,Portals drawings,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000084_1992-05-11_TLP-NP_19_rails.pdf,objects/small/fmt000084_1992-05-11_TLP-NP_19_rails_sm.jpg,objects/thumbs/fmt000084_1992-05-11_TLP-NP_19_rails_th.jpg,Portals drawings,
fmt000085,Tubular connection details,,1992-05-25,Tubular connection details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000085_1992-05-25_TLP-NP_20_tension_cadre_bois.pdf,objects/small/fmt000085_1992-05-25_TLP-NP_20_tension_cadre_bois_sm.jpg,objects/thumbs/fmt000085_1992-05-25_TLP-NP_20_tension_cadre_bois_th.jpg,Tubular connection details,
fmt000086,Portal details,,1992-06-02,Portal details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000086_1992-06-02_TLP-NP_25_echafaudages.pdf,objects/small/fmt000086_1992-06-02_TLP-NP_25_echafaudages_sm.jpg,objects/thumbs/fmt000086_1992-06-02_TLP-NP_25_echafaudages_th.jpg,Portal details,
fmt000087,Eyelets,,1992-06-04,Eyelets,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000087_1992-06-04_TLP-NP_24.pdf,objects/small/fmt000087_1992-06-04_TLP-NP_24_sm.jpg,objects/thumbs/fmt000087_1992-06-04_TLP-NP_24_th.jpg,Eyelets,
fmt000088,Rails geometry,,1992-06-02,Rails geometry,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000088_1992-06-02_TLP-NP_21_rails_post.pdf,objects/small/fmt000088_1992-06-02_TLP-NP_21_rails_post_sm.jpg,objects/thumbs/fmt000088_1992-06-02_TLP-NP_21_rails_post_th.jpg,Rails geometry,
fmt000089,New rails,,1992-06-02,New rails,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000089_1992-06-02_TLP-NP_23poisson rail.pdf,objects/small/fmt000089_1992-06-02_TLP-NP_23poisson rail_sm.jpg,objects/thumbs/fmt000089_1992-06-02_TLP-NP_23poisson rail_th.jpg,New rails,
fmt000090,Lower connection details,,1992-07-21,Lower connection details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000090_1992-07-21_TLP-NP_26.pdf,objects/small/fmt000090_1992-07-21_TLP-NP_26_sm.jpg,objects/thumbs/fmt000090_1992-07-21_TLP-NP_26_th.jpg,Lower connection details,
fmt000091,Visor details,,1992-07-26,Visor details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000091_1992-07-26_TLP-NP_28_viseur.pdf,objects/small/fmt000091_1992-07-26_TLP-NP_28_viseur_sm.jpg,objects/thumbs/fmt000091_1992-07-26_TLP-NP_28_viseur_th.jpg,Visor details,
fmt000092,More visor details,,1992-07-26,More visor details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000092_1992-07-26_TLP-NP_29_viseur.pdf,objects/small/fmt000092_1992-07-26_TLP-NP_29_viseur_sm.jpg,objects/thumbs/fmt000092_1992-07-26_TLP-NP_29_viseur_th.jpg,More visor details,
fmt000093,Mills,,1992-08-27,Mills,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000093_1992-08-27_mills.pdf,objects/small/fmt000093_1992-08-27_mills_sm.jpg,objects/thumbs/fmt000093_1992-08-27_mills_th.jpg,Mills,
fmt000094,Details for permanent 1993 full moon theatre collectors structures,,1992-10-14,Details for permanent 1993 full moon theatre collectors structures,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000094_1992-10-14_TLP-NP_27_proj_regie_fix.pdf,objects/small/fmt000094_1992-10-14_TLP-NP_27_proj_regie_fix_sm.jpg,objects/thumbs/fmt000094_1992-10-14_TLP-NP_27_proj_regie_fix_th.jpg,Details for permanent 1993 full moon theatre collectors structures,
fmt000095,Maquette,,1992-12-12,Maquette,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000095_1992-12-12_TLP-NP_30_maquette_93.pdf,objects/small/fmt000095_1992-12-12_TLP-NP_30_maquette_93_sm.jpg,objects/thumbs/fmt000095_1992-12-12_TLP-NP_30_maquette_93_th.jpg,Maquette,
fmt000096,Cutting templates,,1993-12-23,Cutting templates,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000096_1993-12-23_TLP-NP_31.pdf,objects/small/fmt000096_1993-12-23_TLP-NP_31_sm.jpg,objects/thumbs/fmt000096_1993-12-23_TLP-NP_31_th.jpg,Cutting templates,
fmt000097,Portable collectors,,1994-01-21,Portable collectors,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000097_1994-01-21_TLP-NP_32.pdf,objects/small/fmt000097_1994-01-21_TLP-NP_32_sm.jpg,objects/thumbs/fmt000097_1994-01-21_TLP-NP_32_th.jpg,Portable collectors,
fmt000098,Archimedes portable collectors positioning,,1994-05,Archimedes portable collectors positioning,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000098_1994-05_TLP-NP_34_archimedes_2.pdf,objects/small/fmt000098_1994-05_TLP-NP_34_archimedes_2_sm.jpg,objects/thumbs/fmt000098_1994-05_TLP-NP_34_archimedes_2_th.jpg,Archimedes portable collectors positioning,
fmt000099,Initial sketches of Archimedes hand collectors,,1994-05-13,Initial sketches of Archimedes hand collectors,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000099_1994-05-13_TLP-NP_33_archimedes.pdf,objects/small/fmt000099_1994-05-13_TLP-NP_33_archimedes_sm.jpg,objects/thumbs/fmt000099_1994-05-13_TLP-NP_33_archimedes_th.jpg,Initial sketches of Archimedes hand collectors,
fmt000100,Archimedes positioning,,1994-05-30,Archimedes positioning,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000100_1994-05-30_TLP-NP_35_archi_3.pdf,objects/small/fmt000100_1994-05-30_TLP-NP_35_archi_3_sm.jpg,objects/thumbs/fmt000100_1994-05-30_TLP-NP_35_archi_3_th.jpg,Archimedes positioning,
fmt000101,The Sun Foundation: VLA sun drawing project,,1994-11-16,The Sun Foundation: VLA sun drawing project,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,"fr,en","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000101_1994-11-16_the_sun_foundation.pdf,objects/small/fmt000101_1994-11-16_the_sun_foundation_sm.jpg,objects/thumbs/fmt000101_1994-11-16_the_sun_foundation_th.jpg,The Sun Foundation: VLA sun drawing project,
fmt000102,Japanese edition of An Engineer Imagines,,1997-02-21,Japanese edition of An Engineer Imagines,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000102_1997-02-21_rfr_nicolas_prouve_japanese_an_engineer_imagine.pdf,objects/small/fmt000102_1997-02-21_rfr_nicolas_prouve_japanese_an_engineer_imagine_sm.jpg,objects/thumbs/fmt000102_1997-02-21_rfr_nicolas_prouve_japanese_an_engineer_imagine_th.jpg,Japanese edition of An Engineer Imagines,
fmt000103,Message on portals,,1992,Message on portals,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000103_undated_rfr_nicolas_prouve_message.pdf,objects/small/fmt000103_undated_rfr_nicolas_prouve_message_sm.jpg,objects/thumbs/fmt000103_undated_rfr_nicolas_prouve_message_th.jpg,Message on portals,
fmt000104,Name of parabolic collectors,,1992,Name of parabolic collectors,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000104_undated_rfr_nicolas_prouve_parabolas_names.pdf,objects/small/fmt000104_undated_rfr_nicolas_prouve_parabolas_names_sm.jpg,objects/thumbs/fmt000104_undated_rfr_nicolas_prouve_parabolas_names_th.jpg,Name of parabolic collectors,
fmt000105,Message from University of Pennsylvania to Peter Rice,,1991-03-18,Message from University of Pennsylvania to Peter Rice,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000105_1991-03-18_university_of_pennsylvania_peter_rice.pdf,objects/small/fmt000105_1991-03-18_university_of_pennsylvania_peter_rice_sm.jpg,objects/thumbs/fmt000105_1991-03-18_university_of_pennsylvania_peter_rice_th.jpg,Message from University of Pennsylvania to Peter Rice,
fmt000106,Gourgoubès theatre drawing,,1991,Pencil drawing of Gourgoubès theatre with the stone layout,drawing; theatre,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Drawing,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000106_1991_fmt_plan_650x500.jpg,objects/small/fmt000106_1991_fmt_plan_650x500_sm.jpg,objects/thumbs/fmt000106_1991_fmt_plan_650x500_th.jpg,Pencil drawing of Gourgoubès theatre with the stone layout,
fmt000107,Gourgoubès theatre technical plan,,1991,Technical plan with dimensions of the Gourgoubès theatre,drawing; theatre,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Drawing,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000107_1991_fmt_points_plan_497x645.jpg,objects/small/fmt000107_1991_fmt_points_plan_497x645_sm.jpg,objects/thumbs/fmt000107_1991_fmt_points_plan_497x645_th.jpg,Technical plan with dimensions of the Gourgoubès theatre,
fmt000108,Mas de Gourgoubès sketches,,1988,Plan sketches of Mas de Gourgoubès ,sketches; plan,,,,Humbert Camerlo archive,,Sketch,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000108_1988_mas_sketches_525x425.pdf,objects/small/fmt000108_1988_mas_sketches_525x425_sm.jpg,objects/thumbs/fmt000108_1988_mas_sketches_525x425_th.jpg,Plan sketches of Mas de Gourgoubès ,
fmt000109,Mas de Gourgoubès drawings,,1988-04,Plan drawings of Mas de Gourgoubès by Michele Goutte or Jean-Albert Deroudille (multiple drawings and ones on tracing paper for different floors and construction details),drawing; plan,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000109_1988-04_mas_drawings_1_650x500.pdf,objects/small/fmt000109_1988-04_mas_drawings_1_650x500_sm.jpg,objects/thumbs/fmt000109_1988-04_mas_drawings_1_650x500_th.jpg,Plan drawings of Mas de Gourgoubès by Michele Goutte or Jean-Albert Deroudille (multiple drawings and ones on tracing paper for different floors and construction details),
fmt000110,Mas de Gourgoubès drawings,,1988,Plan drawings of Mas de Gourgoubès by Michele Goutte or Jean-Albert Deroudille (multiple drawings and ones on tracing paper for different floors and construction details),drawing; plan,,,,Humbert Camerlo archive,,Drawing,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000110_1988-04_mas_drawings_2_645x495.pdf,objects/small/fmt000110_1988-04_mas_drawings_2_645x495_sm.jpg,objects/thumbs/fmt000110_1988-04_mas_drawings_2_645x495_th.jpg,Plan drawings of Mas de Gourgoubès by Michele Goutte or Jean-Albert Deroudille (multiple drawings and ones on tracing paper for different floors and construction details),
fmt000111,Moon horizontal painting,,2002,"Acrylic painting of the Full Moon, probably an early example of logo design",painting; moon,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000111_fmt_logo_320x147.jpg,objects/small/fmt000111_fmt_logo_320x147_sm.jpg,objects/thumbs/fmt000111_fmt_logo_320x147_th.jpg,"Acrylic painting of the Full Moon, probably an early example of logo design",
fmt000112,Gourgoubès reflector drawing,,2002,Graphite drawing of Gourgoubès theatre and reflectors by Bernard Mens (2002-2006),drawing; theatre; reflectors,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Drawing,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000112_bernard_mens_drawing_large_fmt_450x287.jpg,objects/small/fmt000112_bernard_mens_drawing_large_fmt_450x287_sm.jpg,objects/thumbs/fmt000112_bernard_mens_drawing_large_fmt_450x287_th.jpg,Graphite drawing of Gourgoubès theatre and reflectors by Bernard Mens (2002-2006),
fmt000113,Gourgoubès reflector painting,,2002,Painting of Gourgoubès theatre and reflectors by Bernard Mens (2002-2006),painting; theatre; reflectors,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000113_bernard_mens_painting_large_fmt_852x570.jpg,objects/small/fmt000113_bernard_mens_painting_large_fmt_852x570_sm.jpg,objects/thumbs/fmt000113_bernard_mens_painting_large_fmt_852x570_th.jpg,Painting of Gourgoubès theatre and reflectors by Bernard Mens (2002-2006),
fmt000114,Gourgoubès painting,,2002,Acrylic painting of the approach to the Full Moon Theatre under the moonlight by Bernard Mens (2002-2006),painting; theatre,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000114_bernard_mens_painting_approach_to_large_fmt_88.7x63.3.jpg,objects/small/fmt000114_bernard_mens_painting_approach_to_large_fmt_88_sm.jpg,objects/thumbs/fmt000114_bernard_mens_painting_approach_to_large_fmt_88_th.jpg,Acrylic painting of the approach to the Full Moon Theatre under the moonlight by Bernard Mens (2002-2006),
fmt000115,La Nuit Des Etoiles Filantes,,1991-08-10,"La Nuit Des Etoiles Filantes poster (multiple copies, 2 different sizes)",poster,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage,image/jpeg,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000115_1991-08-10_poster_la_nuit_des_etoiles_filantes_400x700.jpg,objects/small/fmt000115_1991-08-10_poster_la_nuit_des_etoiles_filantes_400x700_sm.jpg,objects/thumbs/fmt000115_1991-08-10_poster_la_nuit_des_etoiles_filantes_400x700_th.jpg,"La Nuit Des Etoiles Filantes poster (multiple copies, 2 different sizes)",
fmt000116,Lumière de Lune,,2010-07,Lumiere de Lune theatre TV show poster advertisement (multiple copies),poster,Gourgoubès,43.85466006635444,3.659894728960918,Humbert Camerlo archive,,Image;StillImage,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000116_2010_tpl_poster_300x430.pdf,objects/small/fmt000116_2010_tpl_poster_300x430_sm.jpg,objects/thumbs/fmt000116_2010_tpl_poster_300x430_th.jpg,Lumiere de Lune theatre TV show poster advertisement (multiple copies),
fmt000117,Edredon watercolour,,1994,Edredon watercolour,watercolour; scenography,,,,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000117_edredon_watercolour_405x325.jpg,objects/small/fmt000117_edredon_watercolour_405x325_sm.jpg,objects/thumbs/fmt000117_edredon_watercolour_405x325_th.jpg,Edredon watercolour,
fmt000118,Edredon ice cream city watercolour,,1994,Edredon ice cream city watercolour,watercolour; scenography,,,,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000118_edredon_city_watercolour_310x240.jpg,objects/small/fmt000118_edredon_city_watercolour_310x240_sm.jpg,objects/thumbs/fmt000118_edredon_city_watercolour_310x240_th.jpg,Edredon ice cream city watercolour,
fmt000119,Edredon moon landscape watercolour,,1994,Edredon moon landscape watercolour,watercolour; scenography,,,,Humbert Camerlo archive,,Image;StillImage;Painting,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000119_edredon_moon_landscape_watercolour_29.7x21.jpg,objects/small/fmt000119_edredon_moon_landscape_watercolour_29_sm.jpg,objects/thumbs/fmt000119_edredon_moon_landscape_watercolour_29_th.jpg,Edredon moon landscape watercolour,
fmt000120,Full Moon Theatre stage photograph,,1991,Full Moon Theatre stage photograph,photograph; theatre; stage,,,,Humbert Camerlo archive,,Image;StillImage;Photograph,image/jpeg,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,objects/fmt000120_1991_fmt_stage_photo_264x183.jpg,objects/small/fmt000120_1991_fmt_stage_photo_264x183_sm.jpg,objects/thumbs/fmt000120_1991_fmt_stage_photo_264x183_th.jpg,Full Moon Theatre stage photograph,
